time_key,product_key,promotion_key,store_key,dollar_sales,unit_sales,dollar_cost,customer_count
51,26,11,10,52.44,71,46.72,40
51,27,11,1,36.76,50,32.67,26
51,28,7,3,51.06,64,46.59,57
51,29,7,18,34.64,43,32.61,29
51,30,7,3,60.63,76,55.42,49
51,31,7,16,67.98,85,62.05,82
51,32,7,8,47.74,60,42.94,40
51,33,5,2,139.37,94,112.3,57
51,34,5,17,87.15,59,76.39,44
51,35,5,1,45.66,31,37.53,21
51,36,11,20,30.8,30,25.72,24
51,37,11,13,9.78,9,8.17,8
51,38,11,11,49.1,47,41.29,45
51,39,11,4,72.37,70,63.07,52
51,40,11,7,204.83,81,174.71,58
51,41,11,3,135.52,36,117.4,20
51,42,11,4,110.36,29,92.28,18
51,43,11,7,155.78,41,126.17,26
51,44,11,8,65.54,17,58.03,14
51,45,11,19,0.82,1,0.72,0
51,46,11,5,1.44,1,1.29,1
51,47,11,7,32.14,29,25.88,23
51,48,7,19,117.57,98,113.89,53
51,49,7,1,87.65,73,78.52,67
51,50,7,6,82.88,69,82.42,41
51,51,7,13,79.87,67,76.37,56
51,52,7,16,50.71,42,50.53,35
51,53,5,16,69.68,31,57.71,31
51,54,5,13,154.62,69,133.79,55
51,55,5,1,58.24,26,51.99,14
51,56,11,5,127.51,82,112.86,44
51,57,11,20,48.11,31,39.72,19
51,58,11,11,90.84,59,80.02,46
51,59,11,13,71.46,46,64.08,32
51,60,11,9,16.14,4,14.22,3
52,1,11,9,166.53,99,146.59,84
52,2,11,13,162.66,96,136.16,63
52,3,11,10,2.85,2,2.36,1
52,4,11,3,76.71,45,62.3,36
52,5,11,20,44.06,90,37.34,73
52,6,11,2,2.91,6,2.46,4
52,7,11,2,11.14,23,9.4,22
52,8,7,10,21.11,40,19.56,24
52,9,7,3,24.5,46,23.44,42
52,10,7,18,24.68,46,23.15,31
52,11,7,6,25.21,47,24.01,43
52,12,7,16,38.7,73,36.01,46
52,13,5,14,80.32,81,69.93,57
52,14,5,13,67.97,69,58.38,49
52,15,5,17,36.55,37,32.47,31
52,16,11,14,55.43,80,46.3,64
52,17,11,19,15.45,22,13.7,15
52,18,11,13,10.27,15,8.94,15
52,19,11,3,30.3,44,25.16,24
52,20,11,2,71.63,42,61.56,29
52,21,11,2,71.75,28,58.99,27
52,22,11,12,184.65,73,151.76,53
52,23,11,8,177.31,70,146.42,39
52,24,11,1,102.39,40,82.99,40
52,25,11,13,65.94,90,53.7,59
52,26,11,1,52.87,72,43.83,71
52,27,11,20,51.59,70,45.8,70
52,28,7,19,22.25,28,19.95,25
52,29,7,12,32.14,40,29.35,22
52,30,7,13,15.08,19,14.62,15
52,31,7,19,67.27,84,61.58,65
52,32,7,1,40.91,51,39.1,26
52,33,5,4,65.68,44,53.02,39
52,34,5,18,86.98,59,70.86,56
52,35,5,11,87.73,59,74.15,55
52,36,11,12,96.24,93,79.7,85
52,37,11,3,72.14,70,59.8,46
52,38,11,20,10.98,11,8.81,6
52,39,11,8,84.03,81,69.01,58
52,40,11,20,72.31,29,61.4,15
52,41,11,5,109.97,29,92.7,15
52,42,11,7,45.51,12,40.73,8
52,43,11,14,77.58,20,62.99,20
52,44,11,10,255.75,67,206.71,57
52,45,11,2,71.17,65,59.09,57
52,46,11,15,101.91,92,86.1,92
52,47,11,12,67.79,61,60.23,57
52,48,7,5,84.19,70,82.66,38
52,49,7,19,117.8,99,112.92,55
52,50,7,18,106.49,89,96.02,49
52,51,7,12,49.18,41,46.38,33
52,52,7,15,80.02,67,74.29,43
52,53,5,19,17.99,8,14.93,5
52,54,5,6,101.8,46,84.48,24
52,55,5,12,168.93,76,142.87,69
52,56,11,4,5.87,4,5.11,4
52,57,11,10,47.7,31,41.47,24
52,58,11,4,91.38,59,74.33,30
52,59,11,2,32.72,21,26.71,15
52,60,11,6,295.08,78,246.1,60
53,1,11,9,46.84,28,39.14,20
53,2,11,5,151.06,89,122.56,85
53,3,11,18,2.99,2,2.54,2
53,4,11,7,151.37,90,127.47,66
53,5,11,5,46.63,95,41.25,89
53,6,11,8,10.97,22,8.93,12
53,7,11,7,11.03,23,9.5,18
53,8,7,5,1.11,2,1.05,2
53,9,7,15,17.63,33,17.07,17
53,10,7,6,52.14,98,48.46,79
53,11,7,9,50.68,95,49.16,82
53,12,7,17,51.48,97,49.92,93
53,13,5,8,16.47,17,14.52,16
53,14,5,16,97.85,99,84.25,62
53,15,5,18,0.06,0,0.05,0
53,16,11,8,31.13,45,26.66,44
53,17,11,8,12.03,17,10.48,14
53,18,11,3,12.27,18,10.13,12
53,19,11,20,31.68,46,27.41,35
53,20,11,2,124.41,74,110.72,71
53,21,11,9,59.98,24,50.45,18
53,22,11,7,1.02,0,0.82,0
53,23,11,4,191.84,76,165.05,74
53,24,11,7,128.51,51,107.1,48
53,25,11,20,19.17,26,15.91,17
53,26,11,18,51.69,70,44.71,50
53,27,11,9,12.23,17,10.08,13
53,28,7,4,51.65,65,48.68,39
53,29,7,12,7.25,9,6.72,6
53,30,7,13,79.63,100,72.2,59
53,31,7,19,37.05,47,34.43,26
53,32,7,13,4.74,6,4.29,6
53,33,5,2,96.74,65,81.57,38
53,34,5,19,85.64,58,73.75,33
53,35,5,4,3.6,2,2.99,2
53,36,11,17,14.93,14,12.6,12
53,37,11,12,14.57,14,12.1,8
53,38,11,11,72.15,70,62.43,37
53,39,11,10,88.32,85,76.46,67
53,40,11,10,140.21,55,123.41,47
53,41,11,18,178.68,47,146.35,25
53,42,11,7,97.71,26,84.85,16
53,43,11,14,292.31,77,259.7,56
53,44,11,5,157.92,42,130.92,41
53,45,11,12,48.38,44,39.28,31
53,46,11,19,74.49,68,66.24,59
53,47,11,17,22.12,20,18.13,12
53,48,7,13,19.63,16,18.5,12
53,49,7,7,74.43,62,69.02,39
53,50,7,17,53.27,45,50.77,28
53,51,7,2,19.36,16,18.6,9
53,52,7,15,39.91,33,37.04,29
53,53,5,2,102.03,46,91.15,32
53,54,5,5,140.14,63,123.49,58
53,55,5,17,167.53,75,139.7,48
53,56,11,10,88.49,57,78.18,44
53,57,11,16,97,62,82.99,54
53,58,11,4,68.62,44,56.69,28
53,59,11,10,38.08,25,33.66,15
53,60,11,19,310.03,82,269.86,79
54,1,11,19,109.17,65,91.13,36
54,2,11,13,127.91,76,106.52,58
54,3,11,16,139.68,83,119.13,58
54,4,11,2,155.99,92,140.01,85
54,5,11,14,22.69,46,19.05,27
54,6,11,18,4.49,9,4.02,5
54,7,11,16,11.09,23,9.53,19
54,8,7,17,23.93,45,21.49,31
54,9,7,9,37.98,72,36.55,66
54,10,7,4,8.74,16,8.55,16
54,11,7,20,15.65,29,14.15,25
54,12,7,18,20.51,39,18.56,36
54,13,5,13,92.27,93,77.66,55
54,14,5,10,24.02,24,19.6,20
54,15,5,16,86.54,87,71.08,57
54,16,11,3,39.22,57,34.52,32
54,17,11,3,31.53,46,25.64,41
54,18,11,17,59.89,87,51.11,72
54,19,11,5,11.68,17,10.32,16
54,20,11,11,63.57,38,50.99,35
54,21,11,14,91.21,36,80.97,24
54,22,11,9,47.77,19,41,12
54,23,11,15,126.99,50,110.27,37
54,24,11,8,112.65,44,100.22,33
54,25,11,4,59.28,81,49.09,78
54,26,11,16,1.34,2,1.15,2
54,27,11,18,19.79,27,17.73,20
54,28,7,12,65.92,83,62.94,57
54,29,7,6,34.34,43,33.71,38
54,30,7,2,26.53,33,25.65,27
54,31,7,7,65.23,82,64.4,49
54,32,7,7,46.74,59,43.76,30
54,33,5,3,138.42,93,113.96,71
54,34,5,12,118.95,80,99.06,41
54,35,5,7,126.71,85,111.28,48
54,36,11,9,82.86,80,73.45,45
54,37,11,10,56.99,55,48.64,35
54,38,11,20,51.58,50,43.43,36
54,39,11,2,83.17,80,69.46,52
54,40,11,19,251.89,99,206.06,83
54,41,11,11,234.24,62,189.29,57
54,42,11,13,334.22,88,285.55,50
54,43,11,3,184.22,48,153.54,43
54,44,11,5,296.51,78,244.68,53
54,45,11,5,2.88,3,2.42,2
54,46,11,17,39.25,36,31.68,36
54,47,11,17,43.08,39,37.94,28
54,48,7,19,0.38,0,0.36,0
54,49,7,9,118.55,99,109.41,80
54,50,7,17,65.97,55,61.2,52
54,51,7,6,20.44,17,19.02,9
54,52,7,14,96.62,81,95.69,73
54,53,5,15,19.93,9,16.67,8
54,54,5,9,160.05,72,136.17,56
54,55,5,3,36.65,16,32.38,12
54,56,11,2,53.79,35,46.3,24
54,57,11,10,56.34,36,48.23,27
54,58,11,11,24.36,16,20.29,11
54,59,11,18,141.51,91,118.37,68
54,60,11,10,189.36,50,153.95,36
55,1,11,4,73.14,43,65.52,33
55,2,11,17,134.06,79,112.99,61
55,3,11,17,38.62,23,34.62,15
55,4,11,2,167.06,99,146.33,86
55,5,11,8,10.16,21,9.03,20
55,6,11,12,26.94,55,21.69,34
55,7,11,18,3.8,8,3.34,4
55,8,7,2,13.06,25,12.94,21
55,9,7,3,52.68,99,52.61,78
55,10,7,17,26.3,50,24.73,25
55,11,7,7,36.53,69,35.76,61
55,12,7,20,36.89,69,32.92,41
55,13,5,19,39.99,40,32.56,31
55,14,5,11,66.98,68,55.81,63
55,15,5,19,70.42,71,60.59,66
55,16,11,15,13.49,20,10.93,16
55,17,11,20,14.18,21,12.76,13
55,18,11,1,8.26,12,7.17,9
55,19,11,5,26.74,39,22.8,20
55,20,11,9,88.73,53,77.12,31
55,21,11,15,159.94,63,131.25,58
55,22,11,18,124.81,49,106.86,27
55,23,11,18,120.55,48,100.46,41
55,24,11,5,144.58,57,122.57,45
55,25,11,4,15.37,21,12.57,17
55,26,11,5,29.91,41,24.87,35
55,27,11,4,16.14,22,13.11,16
55,28,7,5,12.69,16,12.1,9
55,29,7,3,4.92,6,4.64,6
55,30,7,12,27.42,34,26.25,33
55,31,7,4,1.36,2,1.33,1
55,32,7,6,76.49,96,72.34,89
55,33,5,15,92.27,62,76.52,59
55,34,5,7,82.5,56,68.25,55
55,35,5,13,117.52,79,102.69,45
55,36,11,20,77.84,75,65.12,65
55,37,11,3,30.33,29,26.29,18
55,38,11,5,5.19,5,4.34,3
55,39,11,4,100.77,97,84.61,91
55,40,11,6,244.51,96,195.93,66
55,41,11,10,17.06,4,13.89,3
55,42,11,5,322.52,85,284.79,70
55,43,11,20,99.58,26,80.59,25
55,44,11,19,153.9,40,125.76,38
55,45,11,7,81.89,74,70.58,67
55,46,11,10,6.92,6,5.98,6
55,47,11,11,21.94,20,17.65,17
55,48,7,11,97.14,81,97.01,51
55,49,7,8,117.9,99,115.21,70
55,50,7,15,66.41,56,61.98,55
55,51,7,7,90.78,76,85.14,41
55,52,7,4,69.26,58,64.51,58
55,53,5,6,137,62,113.39,48
55,54,5,18,3,1,2.6,1
55,55,5,8,47.91,22,42.8,18
55,56,11,18,69.49,45,62.16,25
55,57,11,10,37.42,24,30.27,13
55,58,11,11,15.51,10,13.5,9
55,59,11,3,9.39,6,8.27,4
55,60,11,3,335.99,88,294.78,68
56,1,11,10,36.81,22,30.84,15
56,2,11,2,166.33,98,133.38,82
56,3,11,14,108.07,64,89.08,45
56,4,11,2,36.33,21,32.54,21
56,5,11,18,34.21,70,27.81,62
56,6,11,10,34.31,70,30.61,65
56,7,11,2,42.2,86,35.4,77
56,8,7,11,43.97,83,41.87,49
56,9,7,5,13.17,25,12.69,20
56,10,7,19,10.21,19,9.92,12
56,11,7,13,14.06,26,13.24,20
56,12,7,14,13.86,26,13.46,20
56,13,5,11,52.71,53,43.68,45
56,14,5,20,35.36,36,31.67,33
56,15,5,16,76.55,77,63.02,47
56,16,11,4,29.9,43,25.19,38
56,17,11,16,18.05,26,15.47,14
56,18,11,12,68.78,100,61.45,96
56,19,11,18,56.88,82,47.15,81
56,20,11,8,8.78,5,7.15,4
56,21,11,16,238.13,94,204.17,49
56,22,11,16,99.92,39,85.11,38
56,23,11,13,14.66,6,12.83,3
56,24,11,11,152.64,60,135.25,58
56,25,11,1,9.99,14,8.8,10
56,26,11,4,55.18,75,45.29,54
56,27,11,18,49.29,67,40.61,45
56,28,7,16,4.75,6,4.35,3
56,29,7,15,58.21,73,54.29,48
56,30,7,19,10.34,13,9.31,9
56,31,7,14,47,59,43.74,57
56,32,7,11,38.99,49,37.26,36
56,33,5,3,119.87,81,100.1,43
56,34,5,14,74.05,50,66.5,48
56,35,5,8,51.24,35,44.77,28
56,36,11,5,36.92,36,32.6,35
56,37,11,18,51.35,50,45.26,30
56,38,11,13,66.78,65,56.66,60
56,39,11,4,48.22,47,39.86,33
56,40,11,5,217.43,86,181.64,85
56,41,11,4,259.31,68,227.91,56
56,42,11,18,334.83,88,274.96,55
56,43,11,5,146.33,38,119.5,25
56,44,11,7,280.54,74,238.97,65
56,45,11,2,86.38,78,72.12,58
56,46,11,17,22.16,20,19.87,17
56,47,11,2,45.22,41,38.25,31
56,48,7,20,117.12,98,110.96,84
56,49,7,3,118.54,99,111.1,73
56,50,7,7,27.38,23,26.62,17
56,51,7,16,51.58,43,48.66,35
56,52,7,2,33.57,28,32.32,17
56,53,5,17,53.46,24,45.01,17
56,54,5,19,75.61,34,61.35,25
56,55,5,1,51.41,23,42.5,23
56,56,11,6,151.09,97,135.54,57
56,57,11,1,147.14,95,123.26,93
56,58,11,20,39.68,26,35.02,14
56,59,11,18,4.05,3,3.43,2
56,60,11,8,55.8,15,48.63,9
57,1,11,6,23.45,14,19.97,14
57,2,11,20,64.98,38,55.19,37
57,3,11,8,147.66,87,132.72,67
57,4,11,15,2.12,1,1.86,1
57,5,11,15,27.71,57,22.42,31
57,6,11,9,34.76,71,30.29,52
57,7,11,2,13.35,27,11.73,19
57,8,7,10,32.13,61,32.06,51
57,9,7,11,2.06,4,1.88,4
57,10,7,8,40.21,76,36.81,62
57,11,7,6,7.58,14,7.1,7
57,12,7,5,32.55,61,31.71,35
57,13,5,15,51.67,52,43.16,47
57,14,5,16,53.6,54,47.78,38
57,15,5,19,64.76,65,52.36,34
57,16,11,3,37.02,54,32.41,34
57,17,11,3,58.08,84,50.84,70
57,18,11,9,43.17,63,38,39
57,19,11,3,27.27,40,24.17,21
57,20,11,13,16.52,10,13.49,6
57,21,11,14,24.77,10,21.8,8
57,22,11,3,168.35,66,140.19,52
57,23,11,15,163.02,64,135.51,63
57,24,11,4,133.84,53,113.84,50
57,25,11,12,6.06,8,5.14,4
57,26,11,4,60.69,83,50.9,47
57,27,11,6,11.01,15,9.05,8
57,28,7,15,62.29,78,58.51,63
57,29,7,16,19.08,24,18.32,17
57,30,7,12,47.32,59,47.31,44
57,31,7,9,52.58,66,50.2,39
57,32,7,2,19.81,25,18.35,18
57,33,5,1,37.89,26,31.82,15
57,34,5,11,74.49,50,65.02,34
57,35,5,7,120.69,81,99.41,44
57,36,11,9,40.16,39,34.78,26
57,37,11,13,52.18,50,45.02,30
57,38,11,16,56.89,55,47.17,48
57,39,11,12,72.75,70,59.69,38
57,40,11,10,93.93,37,78.37,25
57,41,11,11,60.95,16,53.59,12
57,42,11,5,99.44,26,86.34,19
57,43,11,9,199.03,52,178.2,40
57,44,11,5,253.97,67,213.95,38
57,45,11,1,23.37,21,20.99,16
57,46,11,11,6.28,6,5.61,4
57,47,11,20,58.02,53,49.97,52
57,48,7,18,119.13,100,114.35,66
57,49,7,5,37.92,32,36.63,19
57,50,7,20,20.24,17,18.58,16
57,51,7,11,76.6,64,69.41,38
57,52,7,17,106.87,89,95.37,59
57,53,5,2,100.14,45,88.75,36
57,54,5,13,194.07,87,155.86,70
57,55,5,20,71.9,32,63.01,30
57,56,11,19,19.11,12,16.83,12
57,57,11,11,154.12,99,138.52,54
57,58,11,13,152.91,98,134.75,65
57,59,11,13,130.91,84,112.09,73
57,60,11,17,262.25,69,232.28,48
58,1,11,12,111.08,66,93.76,56
58,2,11,4,110.31,65,90.7,34
58,3,11,20,126.75,75,113.42,68
58,4,11,20,38.93,23,34.16,18
58,5,11,5,23.19,47,19.01,35
58,6,11,8,18.32,37,15.94,23
58,7,11,14,23.71,48,19.71,31
58,8,7,2,11.38,21,10.75,13
58,9,7,19,14.9,28,14.1,26
58,10,7,8,3.11,6,3.08,5
58,11,7,19,37.82,71,35.04,69
58,12,7,10,40.1,76,37.19,59
58,13,5,1,75.76,77,67.64,71
58,14,5,2,67.59,68,57.83,50
58,15,5,13,97.74,99,80.95,64
58,16,11,13,53.29,77,43.54,52
58,17,11,20,34.59,50,28.45,27
58,18,11,4,1.46,2,1.18,2
58,19,11,5,54.72,79,47.33,68
58,20,11,1,150.42,89,120.38,71
58,21,11,9,161.55,64,143.47,33
58,22,11,3,169,67,144.84,42
58,23,11,9,109.9,43,97.26,29
58,24,11,19,64.77,26,54.82,13
58,25,11,2,42.73,58,35.2,43
58,26,11,2,44.39,60,37.13,58
58,27,11,5,15.82,22,14.12,16
58,28,7,1,24.28,30,22.41,23
58,29,7,4,40.02,50,36.79,43
58,30,7,14,40.88,51,37.59,38
58,31,7,8,73.42,92,73.41,85
58,32,7,6,27.61,35,27.15,33
58,33,5,12,97.2,65,81.27,49
58,34,5,9,87.83,59,75.46,52
58,35,5,18,39.83,27,35.35,15
58,36,11,9,38.89,38,31.14,25
58,37,11,12,79.16,76,70.77,45
58,38,11,10,47.86,46,39.23,36
58,39,11,16,16.19,16,13.15,9
58,40,11,10,146.82,58,118.02,43
58,41,11,16,363.95,96,318.29,50
58,42,11,12,69.77,18,58.93,18
58,43,11,10,214.04,56,179.13,31
58,44,11,5,35.7,9,31.56,6
58,45,11,1,16.78,15,14.93,11
58,46,11,6,3.59,3,3.01,2
58,47,11,10,71.49,65,59.73,36
58,48,7,18,2.26,2,2.02,1
58,49,7,2,31.87,27,28.4,15
58,50,7,5,71.11,60,63.66,44
58,51,7,17,54.92,46,52.43,43
58,52,7,1,1.84,2,1.78,1
58,53,5,4,143.64,64,121.59,37
58,54,5,4,74.61,33,60.72,25
58,55,5,3,13.9,6,11.6,5
58,56,11,18,101.16,65,89.23,52
58,57,11,16,107.24,69,91.01,43
58,58,11,10,30.32,20,27.22,13
58,59,11,9,67.34,43,56.93,33
58,60,11,11,250.71,66,211.03,50
59,1,11,2,118.39,70,100.59,40
59,2,11,19,113.3,67,91.39,34
59,3,11,16,25.58,15,21.36,15
59,4,11,1,135.11,80,113.3,77
59,5,11,8,35.8,73,28.94,47
59,6,11,17,11.29,23,9.27,17
59,7,11,19,29.5,60,24.39,51
59,8,7,9,33.45,63,33.3,38
59,9,7,11,34.58,65,31.57,56
59,10,7,10,45.72,86,45.47,45
59,11,7,3,49.74,94,45.3,68
59,12,7,3,2.74,5,2.71,5
59,13,5,10,86.28,87,71.77,65
59,14,5,8,67.96,69,56.42,48
59,15,5,20,18.32,19,15.23,10
59,16,11,9,68.29,99,59.43,53
59,17,11,12,40.9,59,35.52,58
59,18,11,18,45.22,66,38.13,44
59,19,11,11,32.5,47,28.69,41
59,20,11,9,39.47,23,33.79,22
59,21,11,11,243.45,96,207.25,62
59,22,11,3,130.22,51,116.19,28
59,23,11,10,208.91,82,172.54,53
59,24,11,3,15.87,6,13,3
59,25,11,13,32.32,44,26.94,41
59,26,11,7,7.38,10,6.63,9
59,27,11,1,46.85,64,38.56,40
59,28,7,2,28.61,36,25.88,35
59,29,7,11,41.41,52,40.44,30
59,30,7,6,3.17,4,3.02,2
59,31,7,11,39.22,49,35.28,45
59,32,7,10,54.79,69,52.72,57
59,33,5,20,76.88,52,68.36,39
59,34,5,5,89.99,61,80.61,34
59,35,5,6,59.73,40,53.69,28
59,36,11,14,61.46,59,54.27,48
59,37,11,9,23.27,22,19.63,17
59,38,11,7,77.7,75,68.33,39
59,39,11,16,13.45,13,11.5,11
59,40,11,16,13.9,5,12.05,5
59,41,11,13,73.13,19,64.57,11
59,42,11,13,128.88,34,111.79,23
59,43,11,18,365.93,96,317.84,62
59,44,11,12,317.09,83,284.78,59
59,45,11,15,37.47,34,30.14,22
59,46,11,3,99.62,90,86.95,48
59,47,11,19,56.16,51,48.89,30
59,48,7,8,104.33,87,100.04,49
59,49,7,6,26.13,22,24.09,17
59,50,7,19,79.57,67,78.59,43
59,51,7,13,34.59,29,33.51,23
59,52,7,11,81.33,68,76.85,53
59,53,5,11,83.96,38,68.61,29
59,54,5,19,3.08,1,2.57,1
59,55,5,9,154.06,69,136.5,36
59,56,11,18,17.74,11,15.63,7
59,57,11,20,122.53,79,103.75,46
59,58,11,18,103.33,67,89.16,48
59,59,11,10,83.69,54,67.72,38
59,60,11,7,124.32,33,104.44,17
60,1,11,5,132.58,78,106.73,60
60,2,11,20,150.91,89,127.45,52
60,3,11,13,13.81,8,12.22,4
60,4,11,12,149.07,88,129.24,85
60,5,11,6,39.51,81,35.55,74
60,6,11,4,38.47,79,34.32,53
60,7,11,8,34.98,71,30.07,40
60,8,7,4,12,23,10.81,19
60,9,7,1,42.04,79,39.83,51
60,10,7,12,23.43,44,21.55,23
60,11,7,5,43.43,82,43.29,74
60,12,7,17,48.56,91,45.95,57
60,13,5,7,44.18,45,38.78,39
60,14,5,16,93.51,94,83.58,92
60,15,5,5,70.39,71,62.25,37
60,16,11,13,40.08,58,34.76,40
60,17,11,20,2.52,4,2.13,2
60,18,11,13,38.66,56,34.22,43
60,19,11,6,40.82,59,33.07,43
60,20,11,18,86.32,51,70.32,45
60,21,11,13,237.55,94,192.55,53
60,22,11,7,38.91,15,34.23,10
60,23,11,4,23.49,9,21.04,9
60,24,11,3,179.68,71,151.96,58
60,25,11,9,66.88,91,53.74,59
60,26,11,4,46.16,63,41.04,53
60,27,11,3,62.78,85,54.01,75
60,28,7,2,33.44,42,31.98,37
60,29,7,5,57.57,72,54.89,55
60,30,7,18,27.24,34,26.86,18
60,31,7,16,76.93,97,72.33,62
60,32,7,12,30.65,38,29.49,26
60,33,5,9,127.37,86,109.82,53
60,34,5,14,5.22,4,4.57,3
60,35,5,19,17.32,12,14.62,10
60,36,11,20,6.13,6,5.22,5
60,37,11,14,49.57,48,41.48,31
60,38,11,17,44.14,43,38.83,40
60,39,11,13,102.87,99,87.68,67
60,40,11,11,115.26,45,101.3,28
60,41,11,8,98.68,26,80.52,19
60,42,11,10,313.61,82,270.42,71
60,43,11,17,373.49,98,330.2,55
60,44,11,3,77.61,20,68.43,10
60,45,11,18,59.35,54,50.37,42
60,46,11,6,96.13,87,79.8,81
60,47,11,9,28.51,26,23.65,14
60,48,7,7,115.62,97,114.9,76
60,49,7,20,63.61,53,62.43,39
60,50,7,6,34.21,29,32.06,16
60,51,7,9,79,66,77.27,64
60,52,7,2,98.71,83,97.95,46
60,53,5,10,83.6,38,73.57,23
60,54,5,18,73.87,33,64.28,24
60,55,5,12,88.66,40,73.93,25
60,56,11,9,59.86,39,50.49,37
60,57,11,13,67.81,44,58.6,27
60,58,11,3,116.01,75,96.6,73
60,59,11,4,93.75,60,80.27,59
60,60,11,1,230.77,61,206.93,55
61,1,11,16,54.96,33,49.31,29
61,2,11,6,144.3,85,119.13,58
61,3,11,8,19.3,11,16.59,11
61,4,11,15,2.11,1,1.74,1
61,5,11,17,28.82,59,25.91,52
61,6,11,16,43.97,90,36.95,84
61,7,11,10,36.93,75,31.33,43
61,8,7,4,50.57,95,49.8,72
61,9,7,17,28.15,53,27.67,44
61,10,7,1,10.11,19,9.6,11
61,11,7,6,43.47,82,39.14,49
61,12,7,3,13.58,26,13.57,15
61,13,5,1,77.35,78,65.94,66
61,14,5,14,57.42,58,50.96,45
61,15,5,13,8.28,8,7.09,7
61,16,11,17,66.1,96,53.12,71
61,17,11,13,11.66,17,10.43,15
61,18,11,19,11.28,16,9.56,15
61,19,11,5,29.88,43,25.14,37
61,20,11,4,147.14,87,124.18,86
61,21,11,14,161.11,64,144.12,39
61,22,11,17,18.9,7,16.56,6
61,23,11,18,40.08,16,35,8
61,24,11,16,48.14,19,39.08,14
61,25,11,17,6.78,9,5.49,5
61,26,11,14,14.85,20,12.28,17
61,27,11,15,69.23,94,56.46,75
61,28,7,8,76.51,96,73.09,67
61,29,7,3,34.95,44,34.33,37
61,30,7,14,60.76,76,54.12,42
61,31,7,16,13.37,17,12.67,11
61,32,7,16,52.5,66,49.41,39
61,33,5,17,124.77,84,100.82,46
61,34,5,17,63.88,43,54.76,25
61,35,5,16,90.77,61,80.56,31
61,36,11,17,62.06,60,53.54,57
61,37,11,9,100.62,97,82.53,87
61,38,11,20,95.13,92,84.68,46
61,39,11,16,54.64,53,47,40
61,40,11,5,68.71,27,55.08,20
61,41,11,11,127.14,33,105.61,18
61,42,11,8,134.21,35,112.78,35
61,43,11,14,3.39,1,2.8,1
61,44,11,5,129.75,34,105.87,33
61,45,11,7,108.72,99,91.33,97
61,46,11,13,24.53,22,21.28,18
61,47,11,4,43.29,39,38.71,28
61,48,7,5,61.04,51,60.89,49
61,49,7,18,35.98,30,35.37,28
61,50,7,5,111.27,93,105.44,79
61,51,7,3,103,86,96.66,73
61,52,7,11,91.28,76,87.83,76
61,53,5,8,33.73,15,27.51,13
61,54,5,3,95.51,43,79.08,38
61,55,5,14,187.92,84,166.42,78
61,56,11,10,78.15,50,66.2,46
61,57,11,17,61.08,39,54.96,33
61,58,11,10,123.68,80,110.91,41
61,59,11,20,9.18,6,7.62,5
61,60,11,5,139.31,37,118.16,33
62,1,11,14,148.01,88,124.57,49
62,2,11,18,100.67,60,82.44,58
62,3,11,2,114.3,68,100.59,52
62,4,11,16,105.66,63,87.86,62
62,5,11,10,5.51,11,4.71,11
62,6,11,18,5.51,11,4.94,7
62,7,11,7,14.07,29,11.55,28
62,8,11,9,7.69,13,6.55,9
62,9,11,17,51.44,87,46.06,49
62,10,11,18,12.86,22,10.98,18
62,11,11,6,4.13,7,3.41,5
62,12,11,13,53.04,90,42.84,60
62,13,5,9,75.78,77,64.09,74
62,14,5,18,72.94,74,58.9,41
62,15,5,14,55.3,56,45.99,46
62,16,11,17,7.01,10,6.18,8
62,17,11,10,26.1,38,22.17,35
62,18,11,11,31.06,45,26.79,23
62,19,11,18,51.94,75,45.88,47
62,20,11,18,162.39,96,136.6,85
62,21,11,3,115.95,46,98.12,33
62,22,11,13,142.91,56,126.09,44
62,23,11,7,163.17,64,146.08,34
62,24,11,19,114.66,45,98.56,39
62,25,11,9,8.76,12,7.62,7
62,26,11,2,5.91,8,4.93,4
62,27,11,20,70.09,95,59.17,55
62,28,11,7,68.3,77,61.01,69
62,29,11,3,71.08,80,61.73,72
62,30,11,20,61.52,70,55.13,69
62,31,11,16,56.08,63,49.12,36
62,32,11,16,64.05,72,53.78,54
62,33,5,7,42.34,29,35.35,17
62,34,5,13,39.3,26,33.56,17
62,35,5,16,76.58,52,67.14,44
62,36,11,14,82.55,80,74.22,75
62,37,11,3,95.4,92,84.72,63
62,38,11,15,81.84,79,69.64,77
62,39,11,16,7.85,8,6.97,6
62,40,11,20,110.29,44,88.35,26
62,41,11,17,135.91,36,111.8,22
62,42,11,16,64.15,17,55.91,14
62,43,11,13,187.32,49,157.06,47
62,44,11,5,306.42,81,259.21,55
62,45,11,15,4.06,4,3.47,3
62,46,11,18,79.66,72,66.22,63
62,47,11,19,26.84,24,23.74,13
62,48,11,11,94.48,71,80.93,45
62,49,11,8,24.17,18,19.83,13
62,50,11,5,41.53,31,36.25,20
62,51,11,8,49.13,37,41.47,34
62,52,11,14,57.93,44,52,43
62,53,5,15,147.69,66,118.42,64
62,54,5,17,103.57,46,85.39,37
62,55,5,11,9.97,4,8.86,4
62,56,11,3,19.27,12,16.99,10
62,57,11,9,113.86,73,91.7,63
62,58,11,2,13.41,9,11.31,8
62,59,11,13,64.94,42,54.42,28
62,60,11,14,310.35,82,252.72,81
63,1,11,20,117.67,70,98.86,35
63,2,11,6,54.45,32,46.83,22
63,3,11,3,67.81,40,60.75,30
63,4,11,14,28.73,17,24.41,12
